Site_Num,County,Year,Township,Range,Sections,Stream,Habitat,Pool_Riffle,Substrate,Lat,Long,Topeka_Shiner
294_3,Rock,2019,102,44,30,Elk_Creek,,main_channel_boarder,"sand, small corase gravel",43.602,-96.163,0
294_4,Rock,2019,102,44,30,Elk_Creek,,main_channel_boarder,"sand, small corase gravel",43.602,-96.163,1
295_1,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.704,-96.294,1
296_1,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.514,-96.085,0
296_2,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.513,-96.084,0
296_3,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.514,-96.083,0
296_4,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.514,-96.080,0
296_5,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.514,-96.080,0
296_6,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.513,-96.080,0
296_7,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.513,-96.079,0
296_8,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.514,-96.079,0
296_9,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.515,-96.080,0
296_10,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.515,-96.079,0
296_11,Rock,2019,103,45_45,19_24_25,Beaver_Creek,,main_channel_pool,"silt, muck, coarse gravel",43.515,-96.078,0
297_1,Pipestone,2019,107,44,27_34,Rock_River,,side_channel,"silt, muck, coarse gravel",43.757,-96.168,0
297_2,Pipestone,2019,107,44,27_34,Rock_River,,side_channel,"silt, muck, coarse gravel",43.502,-95.850,1
298_1,Nobles,2019,102,42,7,Kanaranzi_Creek,,off_channel_pool,"sand, small cobble",43.651,-95.933,0
298_2,Nobles,2019,102,42,7,Kanaranzi_Creek,,off_channel_pool,"sand, small cobble",43.541,-95.933,0
298_3,Nobles,2019,102,42,7,Kanaranzi_Creek,,off_channel_pool,"sand, small cobble",43.652,-95.932,0
298_4,Nobles,2019,102,42,7,Kanaranzi_Creek,,off_channel_pool,"sand, small cobble",43.652,-95.933,0
298_5,Nobles,2019,102,42,7,Kanaranzi_Creek,,main_channel_boarder,"sand, small cobble",43.651,-95.932,0
298_6,Nobles,2019,102,42,7,Kanaranzi_Creek,,main_channel_boarder,"sand, small cobble",43.651,-95.932,0
298_7,Nobles,2019,102,42,7,Kanaranzi_Creek,,main_channel_boarder,"sand, small cobble",43.651,-95.932,0
298_8,Nobles,2019,102,42,7,Kanaranzi_Creek,,main_channel_boarder,"sand, small cobble",43.653,-95.931,0
298_9,Nobles,2019,102,42,7,Kanaranzi_Creek,,main_channel_boarder,"sand, small cobble",43.654,-95.929,0
298_10,Nobles,2019,102,42,7,Kanaranzi_Creek,,main_channel_boarder,"sand, small cobble",43.655,-95.928,0
298_11,Nobles,2019,102,42,7,Kanaranzi_Creek,,off_channel_pool,"sand, small cobble",43.655,-95.928,0
298_12,Nobles,2019,102,42,7,Kanaranzi_Creek,,off_channel_pool,"sand, small cobble",43.658,-95.926,0
298_13,Nobles,2019,102,42,7,Kanaranzi_Creek,,main_channel_boarder,"sand, small cobble",43.658,-95.925,0
299_1,Nobles,2019,103,43,31,Elk_Creek,,main_channel_boarder,"sand, small coasr gravel",43.675,-96.048,0
299_2,Nobles,2019,103,43,31,Elk_Creek,,main_channel_boarder,"sand, small coasr gravel",43.675,-96.049,0
299_3,Nobles,2019,103,43,31,Elk_Creek,,main_channel_boarder,"sand, small coasr gravel",43.677,-96.050,0
299_4,Nobles,2019,103,43,31,Elk_Creek,,main_channel_boarder,"sand, small coasr gravel",43.677,-96.051,0
299_5,Nobles,2019,103,43,31,Elk_Creek,,main_channel_boarder,"sand, small coasr gravel",43.677,-96.051,0
299_6,Nobles,2019,103,43,31,Elk_Creek,,main_channel_boarder,"sand, small coasr gravel",43.676,-96.046,0
299_7,Nobles,2019,103,43,31,Elk_Creek,,main_channel_pool,"sand, small coasr gravel",43.675,-96.045,0
299_8,Nobles,2019,103,43,31,Elk_Creek,,side_channel,"sand, small coasr gravel",43.675,-96.044,1
300_1,Nobles,2019,101,41,9,Little_Rock_River,oxbow,off_channel_pool,"silt, muck",43.566,-95.759,0
300_2,Nobles,2019,101,41,9,Little_Rock_River,oxbow,off_channel_pool,"silt, muck",43.566,-95.758,1
